label,youtube_id,time_start,time_end,split,full_path,num_files
playing cricket,np1P2iT6X6E,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cricket/np1P2iT6X6E_000003_000013,300
motorcycling,npQxzHc_9vs,156,166,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/motorcycling/npQxzHc_9vs_000156_000166,300
news anchoring,npSQAFYfni8,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/news anchoring/npSQAFYfni8_000006_000016,300
dunking basketball,nqAD6eNUrO8,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dunking basketball/nqAD6eNUrO8_000002_000012,300
tasting food,nrUjS8tnQ6s,90,100,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tasting food/nrUjS8tnQ6s_000090_000100,299
rock climbing,ntFmk_-g6fE,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/rock climbing/ntFmk_-g6fE_000015_000025,300
riding mechanical bull,nuL9Dmfrhzk,36,46,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mechanical bull/nuL9Dmfrhzk_000036_000046,299
reading book,nvexLJf6I0s,373,383,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading book/nvexLJf6I0s_000373_000383,300
throwing ball,ny21UwIAD3w,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing ball/ny21UwIAD3w_000008_000018,300
petting animal (not cat),nz-Y7dGHd54,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/petting animal (not cat)/nz-Y7dGHd54_000006_000016,300
capoeira,o-chPcT-9Xw,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/capoeira/o-chPcT-9Xw_000016_000026,227
bowling,o018kcJ4CqU,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bowling/o018kcJ4CqU_000000_000010,301
drinking shots,o1hqepKau4A,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drinking shots/o1hqepKau4A_000004_000014,57
running on treadmill,o2naVWxaKxM,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/running on treadmill/o2naVWxaKxM_000041_000051,300
texting,o3Bnjms5Z6M,40,50,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/texting/o3Bnjms5Z6M_000040_000050,300
pushing car,o3nA2ymzr4s,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing car/o3nA2ymzr4s_000000_000010,300
playing controller,o4xTJC9PxEk,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing controller/o4xTJC9PxEk_000026_000036,300
grooming dog,o5DWnVTzm00,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming dog/o5DWnVTzm00_000014_000024,300
reading book,o6dIjv5pOKc,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading book/o6dIjv5pOKc_000004_000014,300
bartending,o7oG4LKLrdo,390,400,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bartending/o7oG4LKLrdo_000390_000400,300
mopping floor,oBWsovXUbbg,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/mopping floor/oBWsovXUbbg_000008_000018,300
playing harp,oDdycECp6BQ,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing harp/oDdycECp6BQ_000004_000014,300
playing monopoly,oDlgzizRPQw,23,33,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing monopoly/oDlgzizRPQw_000023_000033,300
washing dishes,oEkXkrSbFU8,52,62,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing dishes/oEkXkrSbFU8_000052_000062,301
waxing back,oHALuY9S7Zo,64,74,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing back/oHALuY9S7Zo_000064_000074,300
air drumming,oJmjFdkJDSg,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/air drumming/oJmjFdkJDSg_000004_000014,299
baking cookies,oJyfsivWegE,261,271,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/baking cookies/oJyfsivWegE_000261_000271,300
ice climbing,oK0xLhGAUZc,105,115,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice climbing/oK0xLhGAUZc_000105_000115,300
ski jumping,oKCuB2RHqdg,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ski jumping/oKCuB2RHqdg_000001_000011,299
swinging legs,oM29zSDhRBE,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging legs/oM29zSDhRBE_000022_000032,300
tasting food,oNmaFOckaLY,46,56,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tasting food/oNmaFOckaLY_000046_000056,300
capoeira,oNx68xPoPSA,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/capoeira/oNx68xPoPSA_000019_000029,299
cutting nails,oQ3h5EF8TZc,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cutting nails/oQ3h5EF8TZc_000016_000026,300
hurdling,oUlbpoJQU0Y,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurdling/oUlbpoJQU0Y_000006_000016,300
pushing wheelchair,oWz9whBx48c,23,33,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing wheelchair/oWz9whBx48c_000023_000033,300
building cabinet,oZOXBqobvcM,214,224,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/building cabinet/oZOXBqobvcM_000214_000224,300
weaving basket,oa6JZrHCasU,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/weaving basket/oa6JZrHCasU_000020_000030,300
tossing coin,ob_-PkMuaWo,101,111,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing coin/ob_-PkMuaWo_000101_000111,300
disc golfing,ocNg21dKAzc,1593,1603,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/disc golfing/ocNg21dKAzc_001593_001603,300
building cabinet,ocVRu25bkYQ,80,90,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/building cabinet/ocVRu25bkYQ_000080_000090,300
grooming dog,odizEwdAkMA,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming dog/odizEwdAkMA_000002_000012,300
eating doughnuts,odzoy22fTfE,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating doughnuts/odzoy22fTfE_000002_000012,299
reading newspaper,oeJJ1eUpB4A,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading newspaper/oeJJ1eUpB4A_000001_000011,300
kicking soccer ball,oeOttCXR-3U,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/kicking soccer ball/oeOttCXR-3U_000001_000011,300
wrestling,oeg6t8K-UHg,108,118,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/wrestling/oeg6t8K-UHg_000108_000118,300
dying hair,of4FRDIeEOI,112,122,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dying hair/of4FRDIeEOI_000112_000122,300
swinging on something,ogG0fmrH9lQ,115,125,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging on something/ogG0fmrH9lQ_000115_000125,300
recording music,ogR-a5ZTnS0,373,383,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/recording music/ogR-a5ZTnS0_000373_000383,300
decorating the christmas tree,oh9ib9elQ9U,42,52,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/decorating the christmas tree/oh9ib9elQ9U_000042_000052,300
climbing tree,oksuZ7ct_DQ,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing tree/oksuZ7ct_DQ_000021_000031,300
grooming dog,olEPBNdM700,36,46,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming dog/olEPBNdM700_000036_000046,300
climbing a rope,olVCqOzMqAI,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing a rope/olVCqOzMqAI_000000_000010,300
decorating the christmas tree,olX9OOSDY1A,129,139,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/decorating the christmas tree/olX9OOSDY1A_000129_000139,300
cleaning floor,olu4GNZP9Qw,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning floor/olu4GNZP9Qw_000021_000031,299
grooming horse,on-xjTOo4ic,53,63,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming horse/on-xjTOo4ic_000053_000063,300
headbutting,opWk1RGbPmg,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/headbutting/opWk1RGbPmg_000001_000011,251
playing badminton,oqG_stj6XVM,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing badminton/oqG_stj6XVM_000018_000028,255
blowing out candles,oqIXvewCYeg,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing out candles/oqIXvewCYeg_000041_000051,300
jogging,orkBvNgAlPE,40,50,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/jogging/orkBvNgAlPE_000040_000050,301
using segway,ouadelKe68A,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/using segway/ouadelKe68A_000041_000051,300
dancing gangnam style,outfsO_VjNY,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing gangnam style/outfsO_VjNY_000008_000018,300
playing bass guitar,ov6yRY31WNs,113,123,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing bass guitar/ov6yRY31WNs_000113_000123,300
smoking,ovnH1mMHUa4,235,245,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/smoking/ovnH1mMHUa4_000235_000245,300
swing dancing,oyhxOLXB-R4,403,413,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swing dancing/oyhxOLXB-R4_000403_000413,300
playing cymbals,ozRbhJOOHWs,92,102,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cymbals/ozRbhJOOHWs_000092_000102,300
dining,p-RsInF3YVc,307,317,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dining/p-RsInF3YVc_000307_000317,300
brushing teeth,p-kbRhTdyiQ,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/brushing teeth/p-kbRhTdyiQ_000019_000029,300
skydiving,p1Y3qPywVjY,239,249,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skydiving/p1Y3qPywVjY_000239_000249,300
windsurfing,p1n4c2ML56o,143,153,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/windsurfing/p1n4c2ML56o_000143_000153,300
playing trumpet,p2UMwzWsY0U,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing trumpet/p2UMwzWsY0U_000002_000012,300
shaving legs,p2n_FtzA1gk,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaving legs/p2n_FtzA1gk_000011_000021,300
making snowman,p3OmZG40XQ0,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/p3OmZG40XQ0_000025_000035,300
playing harp,p3lQV8P2V7c,71,81,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing harp/p3lQV8P2V7c_000071_000081,300
baking cookies,p50nL6cAwrU,291,301,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/baking cookies/p50nL6cAwrU_000291_000301,300
playing badminton,p7ZdjjEjf84,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing badminton/p7ZdjjEjf84_000000_000010,300
deadlifting,p7bAUFGwp3w,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/deadlifting/p7bAUFGwp3w_000005_000015,300
pushing cart,p9CIcEEaSEk,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing cart/p9CIcEEaSEk_000001_000011,300
blasting sand,pAOSikRrxrk,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blasting sand/pAOSikRrxrk_000007_000017,300
spinning poi,pAzL6tibTM0,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spinning poi/pAzL6tibTM0_000041_000051,300
cooking on campfire,pBaEJy6fgF4,344,354,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking on campfire/pBaEJy6fgF4_000344_000354,300
grooming dog,pGTZ0FvKgnE,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming dog/pGTZ0FvKgnE_000026_000036,300
water sliding,pGbMUmIqETs,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/water sliding/pGbMUmIqETs_000003_000013,181
playing cricket,pHgyV5k4PAw,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cricket/pHgyV5k4PAw_000015_000025,300
playing recorder,pI2CkYCOPUw,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing recorder/pI2CkYCOPUw_000011_000021,300
flying kite,pK0BTaG7QOo,163,173,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/flying kite/pK0BTaG7QOo_000163_000173,300
cooking chicken,pKmobRw02H4,70,80,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking chicken/pKmobRw02H4_000070_000080,300
bending metal,pKv_pD_oREk,141,151,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending metal/pKv_pD_oREk_000141_000151,300
fixing hair,pL7wmBRHx_Q,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/fixing hair/pL7wmBRHx_Q_000003_000013,301
lunge,pLcPnpNrTtw,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/lunge/pLcPnpNrTtw_000007_000017,220
making snowman,pLnzDnnv6xE,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/pLnzDnnv6xE_000009_000019,300
tying knot (not on a tie),pMDTBLa2pHs,13,23,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tying knot (not on a tie)/pMDTBLa2pHs_000013_000023,300
somersaulting,pNzw1YqrPNU,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/somersaulting/pNzw1YqrPNU_000003_000013,118
carrying baby,pOdpZ2zDTOo,94,104,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/carrying baby/pOdpZ2zDTOo_000094_000104,300
bungee jumping,pTe8T-HL1kw,139,149,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bungee jumping/pTe8T-HL1kw_000139_000149,300
playing trombone,pTgIYOnWrw0,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing trombone/pTgIYOnWrw0_000047_000057,300
petting cat,pUWJsmWOLG0,172,182,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/petting cat/pUWJsmWOLG0_000172_000182,300
smoking hookah,pUhz97fEhlo,85,95,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/smoking hookah/pUhz97fEhlo_000085_000095,300
tossing salad,pUuNrNLmAYQ,191,201,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing salad/pUuNrNLmAYQ_000191_000201,300
drawing,pVqwSkinQkE,33,43,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/pVqwSkinQkE_000033_000043,300
applauding,pWBHLw7HWR4,13,23,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/applauding/pWBHLw7HWR4_000013_000023,285
archery,pWOl7B7jf0U,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/archery/pWOl7B7jf0U_000000_000010,173
massaging back,pXKzqTFtvec,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging back/pXKzqTFtvec_000005_000015,300
juggling fire,pXeIA1ZHrnk,45,55,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/juggling fire/pXeIA1ZHrnk_000045_000055,300
playing cymbals,pYFSdWL7aIo,104,114,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cymbals/pYFSdWL7aIo_000104_000114,300
skiing (not slalom or crosscountry),pa0FTWYl0wU,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing (not slalom or crosscountry)/pa0FTWYl0wU_000019_000029,187
grooming dog,paI7Ps-2j24,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming dog/paI7Ps-2j24_000058_000068,300
bungee jumping,paOxj2YEEF4,107,117,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bungee jumping/paOxj2YEEF4_000107_000117,300
hockey stop,paYyxu7q_T0,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hockey stop/paYyxu7q_T0_000011_000021,300
petting animal (not cat),paZfdpqhtrM,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/petting animal (not cat)/paZfdpqhtrM_000003_000013,300
playing guitar,pf9p9xRQEjA,100,110,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing guitar/pf9p9xRQEjA_000100_000110,299
ice fishing,phczlvSEP90,163,173,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice fishing/phczlvSEP90_000163_000173,300
climbing tree,piYKF7yTMOA,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing tree/piYKF7yTMOA_000001_000011,300
building cabinet,pieIwdfllyo,284,294,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/building cabinet/pieIwdfllyo_000284_000294,300
reading newspaper,pihEEIfgc0E,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading newspaper/pihEEIfgc0E_000047_000057,300
cooking chicken,pj8TWS7KEeY,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking chicken/pj8TWS7KEeY_000024_000034,300
snatch weight lifting,pkUx0wFHMLs,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snatch weight lifting/pkUx0wFHMLs_000009_000019,300
eating cake,ppK2p_kzy9o,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating cake/ppK2p_kzy9o_000032_000042,186
trapezing,ppvgVPqJgYY,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/trapezing/ppvgVPqJgYY_000018_000028,300
knitting,pqhJLyudOiY,164,174,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/knitting/pqhJLyudOiY_000164_000174,300
writing,puP8W1zcQx0,194,204,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/writing/puP8W1zcQx0_000194_000204,300
trimming or shaving beard,puSEdy6iHQY,461,471,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/trimming or shaving beard/puSEdy6iHQY_000461_000471,300
ripping paper,pv38UypuHhc,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ripping paper/pv38UypuHhc_000000_000010,281
folding napkins,q-FubIQSMHw,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/folding napkins/q-FubIQSMHw_000047_000057,300
applying cream,q-kzc-82_54,17,27,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/applying cream/q-kzc-82_54_000017_000027,300
dodgeball,q0X_uY4pyU8,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dodgeball/q0X_uY4pyU8_000000_000010,17
hurdling,q2-YgfjojXw,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurdling/q2-YgfjojXw_000018_000028,300
gymnastics tumbling,q2swYAOpGP8,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/gymnastics tumbling/q2swYAOpGP8_000001_000011,77
passing American football (in game),q7tvMXsXCXQ,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/passing American football (in game)/q7tvMXsXCXQ_000001_000011,300
high kick,qB1taWnnMag,50,60,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/high kick/qB1taWnnMag_000050_000060,300
baby waking up,qB5iyJ9eyjI,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/baby waking up/qB5iyJ9eyjI_000018_000028,300
opening present,qBeeiOIkREQ,52,62,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening present/qBeeiOIkREQ_000052_000062,300
making a cake,qDztofyKkt4,114,124,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making a cake/qDztofyKkt4_000114_000124,300
snatch weight lifting,qEVdHycylMI,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snatch weight lifting/qEVdHycylMI_000007_000017,299
carrying baby,qEirhNBc204,214,224,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/carrying baby/qEirhNBc204_000214_000224,300
gargling,qEqJfHzom4E,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/gargling/qEqJfHzom4E_000000_000010,300
counting money,qG4os5UKQuk,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/counting money/qG4os5UKQuk_000002_000012,300
playing guitar,qH1dW6YUeUo,273,283,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing guitar/qH1dW6YUeUo_000273_000283,300
juggling fire,qHnjk_i0XA8,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/juggling fire/qHnjk_i0XA8_000004_000014,300
opening bottle,qJ6DOrO8A2U,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening bottle/qJ6DOrO8A2U_000000_000010,280
baby waking up,qKNWVQ72H-A,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/baby waking up/qKNWVQ72H-A_000001_000011,300
playing trombone,qKx5ZldZxcs,33,43,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing trombone/qKx5ZldZxcs_000033_000043,300
cleaning pool,qL9ique1Kw0,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning pool/qL9ique1Kw0_000037_000047,300
whistling,qLH2iZeE3Lo,466,476,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/whistling/qLH2iZeE3Lo_000466_000476,300
yawning,qLmjesP6FuY,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/yawning/qLmjesP6FuY_000000_000010,169
spray painting,qNLLBcjNt54,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spray painting/qNLLBcjNt54_000005_000015,300
javelin throw,qPBuKeN8F70,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/javelin throw/qPBuKeN8F70_000037_000047,300
rock scissors paper,qPF9r-0izww,45,55,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/rock scissors paper/qPF9r-0izww_000045_000055,301
doing laundry,qRzBCfhTSS0,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/doing laundry/qRzBCfhTSS0_000000_000010,300
sanding floor,qU9kU3pM4r0,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sanding floor/qU9kU3pM4r0_000003_000013,183
picking fruit,qUoRYZXkf8o,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/picking fruit/qUoRYZXkf8o_000020_000030,263
blowing nose,qVwK8fsooj4,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing nose/qVwK8fsooj4_000025_000035,300
yoga,qWhxc-yXeDM,235,245,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/yoga/qWhxc-yXeDM_000235_000245,301
climbing ladder,qWr7plHuEtE,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing ladder/qWr7plHuEtE_000024_000034,302
golf chipping,qXQ2dFhOYVA,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/golf chipping/qXQ2dFhOYVA_000014_000024,265
playing ukulele,qXiANer0jyo,72,82,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing ukulele/qXiANer0jyo_000072_000082,280
playing squash or racquetball,qYKTLGUNeCk,246,256,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing squash or racquetball/qYKTLGUNeCk_000246_000256,300
swinging legs,qYmeTijnI3s,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging legs/qYmeTijnI3s_000001_000011,75
skipping rope,qYrKwUVplSw,35,45,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skipping rope/qYrKwUVplSw_000035_000045,300
snowboarding,qZpkfNXF-ls,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snowboarding/qZpkfNXF-ls_000004_000014,193
brush painting,q_QrZNkb2_A,358,368,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/brush painting/q_QrZNkb2_A_000358_000368,299
tossing coin,qaFv0Z7yCNo,40,50,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing coin/qaFv0Z7yCNo_000040_000050,300
catching fish,qb32S6TBQJI,49,59,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching fish/qb32S6TBQJI_000049_000059,299
spraying,qbOnkqJWNaQ,63,73,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spraying/qbOnkqJWNaQ_000063_000073,300
exercising with an exercise ball,qbcDX2dxYLw,53,63,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/exercising with an exercise ball/qbcDX2dxYLw_000053_000063,300
balloon blowing,qbhCW9CugzE,39,49,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/balloon blowing/qbhCW9CugzE_000039_000049,300
playing squash or racquetball,qcl4X9wF3hM,123,133,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing squash or racquetball/qcl4X9wF3hM_000123_000133,301
dancing ballet,qdBQF41I0Ck,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing ballet/qdBQF41I0Ck_000014_000024,300
laying bricks,qdVA17KMu2I,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/laying bricks/qdVA17KMu2I_000020_000030,300
eating doughnuts,qdk07A-zMVo,23,33,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating doughnuts/qdk07A-zMVo_000023_000033,300
peeling potatoes,qeD7LJKwauw,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/peeling potatoes/qeD7LJKwauw_000000_000010,300
archery,qhUuaUIH9iU,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/archery/qhUuaUIH9iU_000000_000010,300
doing laundry,qkd7laDeom0,98,108,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/doing laundry/qkd7laDeom0_000098_000108,300
